"cost0","cost1","c1_fraction","replicate","metadata","total_length","euclidean","sinuosity","total_cost","cells_open","cells_closed"
1,4,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",127.994949366117,118.105884696742,1.08373049907519,10320.2519667224,9,160
1,4.5,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",111.681240867132,103.711137299713,1.07684906148879,4896.20730864409,2,86
1,5,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",67.8111831820431,65.7951365983839,1.03064127058456,1770.96320130985,1,50
1,5.5,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",96.1248916810278,88.6002257333467,1.08492829318886,5610.39706943808,7,119
1,6,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",82.5685424949238,75.8023746329889,1.08926063193527,3856.49055471067,10,96
1,1,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",110.994949366117,107.814655775548,1.02949778550691,8013.44248690855,44,109
1,1.5,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA,NA,NA
1,2,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",121.681240867132,109.48059188733,1.11144120404791,9706.12064953702,17,140
1,2.5,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",67.7401153701776,62.6258732474047,1.08166340615434,3137.9508729808,12,78
1,3,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA,NA,NA
1,3.5,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",124.681240867132,114.021927715681,1.0934847652991,5642.35136523794,3,97
1,4,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",121.095454429505,112.614386292338,1.07531069889375,9754.68160701963,7,152
1,4.5,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",107.982756057297,94.339811320566,1.14461492497979,4648.24501732728,4,89
